var.nms,ks.pvals,a.ks.pvals,cor.pvals,a.cor.pvals,delta.median,obs.cor,r.ks,r.cor,ave.r
FreeSurfer.thickness..kurtosis.2027,0.0139486799830694,0.0933257006061476,0.0895951440944816,1,0.083277745824,-0.105491141674382,539.5,2383,1461.25
FreeSurfer.convexity..sulc...skew.2008,0.0139486799830694,0.0933257006061476,0.601424528875376,1,0.032636149999,-0.0325431843960299,539.5,2383,1461.25
FreeSurfer.convexity..sulc...75..2003,0.0136848140506086,0.0933257006061476,0.774778505472929,1,0.0213896185155,0.0178991671677571,539.5,2383,1461.25
LBS.8.2023,0.0139486799830694,0.0933257006061476,0.126346596176817,1,4.06230222290667e-06,-0.0950472298611068,539.5,2383,1461.25
travel.depth..MAD.1029,0.56405016293634,0.864907916786144,0.00540099552770799,0.291756275952864,-0.0351379999999999,0.172078195325474,2326.5,605.5,1466
geodesic.depth..25..2023,0.698942438664521,0.940565929845496,0.000169349325574984,0.0250864536528087,0.00391500000000011,-0.231621301090504,2720.5,220.5,1470.5
mean.curvature..75..1010,0.0155484190793261,0.103656127195508,0.0512423714584431,1,0.115755,-0.121271736578771,558,2383,1470.5
FreeSurfer.curvature..75..2012,0.0157806581730737,0.105016186768934,0.3581927766462,1,0.0022765528411,-0.0576602720678943,559,2383,1471
FreeSurfer.convexity..sulc...25..1007,0.427612554332048,0.777511680491216,0.0252650250352825,0.853627459362462,0.01402899623,-0.138749823378609,1974,968.5,1471.25
mean.curvature..25..1035,0.0158941172128432,0.105582350056744,0.100079050058496,1,0.12498,-0.102408955877536,560,2383,1471.5
travel.depth..mean.1005,0.56405016293634,0.864907916786144,0.00585622891611915,0.310670988141782,0.0110483285600003,0.170471449818469,2326.5,617,1471.75
mean.curvature..25..1022,0.0160947384824646,0.106534567891047,0.36413920192184,1,0.0642374999999991,-0.0566183032988901,562,2383,1472.5
FreeSurfer.thickness..MAD.2030,0.016434155375767,0.108508530460891,0.225676302280993,1,0.0124611854555,-0.0755411926186834,563.5,2383,1473.25
FreeSurfer.thickness..MAD.2031,0.0164512933279416,0.108508530460891,0.517339820099679,1,0.015123069286,0.0404096997382377,563.5,2383,1473.25
FreeSurfer.thickness..MAD.1008,0.56405016293634,0.864907916786144,0.00597591783471222,0.314472049437005,0.002940893173,0.170067633287484,2326.5,622,1474.25
FreeSurfer.curvature..MAD.2030,0.0165717079516697,0.108533016866569,0.465928583061339,1,-0.00191959366149999,0.0455019009061076,566.5,2383,1474.75
mean.curvature..25..2010,0.0167799706923809,0.109703850572332,0.0351282150048173,1,0.0554399999999999,-0.130984017848636,569,2383,1476
FreeSurfer.curvature..median.2014,0.0172011691978476,0.112260262133321,0.522320639049606,1,0.00332680344585,0.0401661950856573,570,2383,1476.5
geodesic.depth..mean.2031,0.637157330207314,0.907811013192073,0.00161882019441731,0.123224758600554,-0.0878634911399985,0.194574994875216,2524,430,1477
LBS.8.1010,0.427612554332048,0.777511680491216,0.0261902202182728,0.872334192873293,1.12964680347979e-06,-0.137893208147381,1974,982.5,1478.25
geodesic.depth..skew.1009,0.781826170361603,0.971082922786365,1.37195035090171e-06,0.000935545632958949,0.003742390131,-0.294245666263374,2910,48,1479
travel.depth..SD.2018,0.0183094093943313,0.11295357039289,0.220864783770558,1,-0.12247438583,0.0761803226669365,587,2383,1485
mean.curvature..median.2026,0.0178229797545145,0.11295357039289,0.0725288915017405,1,0.0884800000000001,-0.112430590806109,587,2383,1485
mean.curvature..mean.2014,0.0183094093943313,0.11295357039289,0.705129495782119,1,0.03605760165,-0.0235780480044486,587,2383,1485
mean.curvature..SD.2008,0.0183094093943313,0.11295357039289,0.521911163082959,1,-0.0420741006199998,0.0398924604340328,587,2383,1485
mean.curvature..skew.2028,0.0183094093943313,0.11295357039289,0.867910987327015,1,0.0252840342789999,0.0103639268585853,587,2383,1485
FreeSurfer.curvature..skew.2003,0.0183094093943313,0.11295357039289,0.91120171964638,1,0.024657151074,0.0069497586316171,587,2383,1485
FreeSurfer.curvature..skew.2027,0.0183094093943313,0.11295357039289,0.639357059743791,1,0.025018707159,-0.0291956888598833,587,2383,1485
FreeSurfer.curvature..kurtosis.2015,0.0183094093943313,0.11295357039289,0.367488401089988,1,0.0417385263550001,-0.0561156362358233,587,2383,1485
FreeSurfer.curvature..75..1007,0.0183094093943313,0.11295357039289,0.0336338774319209,1,0.0032993303612,-0.131811527660989,587,2383,1485
FreeSurfer.thickness..skew.2009,0.0183094093943313,0.11295357039289,0.771682410379395,1,0.049086055612,-0.0180815375101402,587,2383,1485
FreeSurfer.convexity..sulc...median.1003,0.0174183794961743,0.11295357039289,0.855889601431421,1,0.019754294306,-0.0114060109259603,587,2383,1485
FreeSurfer.convexity..sulc...median.1014,0.0182739266576946,0.11295357039289,0.478595964727796,1,-0.014335617423,-0.0444809180456377,587,2383,1485
FreeSurfer.convexity..sulc...mean.2002,0.0183094093943313,0.11295357039289,0.0669585853955358,1,0.00804193100799999,-0.113791826045916,587,2383,1485
FreeSurfer.convexity..sulc...SD.2014,0.0183094093943313,0.11295357039289,0.236031544556481,1,0.00737556590799998,-0.0737435918075135,587,2383,1485
FreeSurfer.convexity..sulc...skew.1006,0.0183094093943313,0.11295357039289,0.103899561604946,1,0.074090839542,-0.101083417161516,587,2383,1485
FreeSurfer.convexity..sulc...skew.1008,0.0183094093943313,0.11295357039289,0.780940283786403,1,0.0436616925659999,0.0173288525846118,587,2383,1485
geodesic.depth..mean.2030,0.637157330207314,0.907811013192073,0.00183410853710827,0.134588429117467,-0.0521494043999997,0.192356367049432,2524,446.5,1485.25
FreeSurfer.curvature..MAD.1013,0.56405016293634,0.864907916786144,0.00697646199087959,0.346511486814262,0.000743966316000003,0.166949259852864,2326.5,658.5,1492.5
mean.curvature..kurtosis.1002,0.427612554332048,0.777511680491216,0.0293184128364409,0.946390384317353,-0.00889686764300002,-0.135177339840473,1974,1014,1494
FreeSurfer.convexity..sulc...25..2035,0.0205087070504641,0.125069492176601,0.53971043253476,1,0.0186263173819,0.0382767361478992,610,2383,1496.5
FreeSurfer.convexity..sulc...75..2027,0.0207701441212232,0.126456523945909,0.425123231742698,1,0.00951850321150001,0.0500615117097262,611,2383,1497
FreeSurfer.thickness..MAD.2012,0.0208554951388223,0.126768695941861,0.337880587824524,1,0.00818824768049997,0.0601376556994968,612,2383,1497.5
mean.curvature..median.1023,0.0210579803900607,0.127712115996134,0.387481705593892,1,0.0768599999999999,-0.0539200955962974,613.5,2383,1498.25
mean.curvature..75..2016,0.0210793653821576,0.127712115996134,0.0561270427106428,1,0.1855245,-0.118838517310949,613.5,2383,1498.25
FreeSurfer.thickness..median.1034,0.0211865805818249,0.128152975226648,0.0582352636333421,1,-0.08292913437,0.117842279183758,615,2383,1499
mean.curvature..75..2023,0.0214676149503816,0.12922253659453,0.152042771425652,1,0.0388400000000002,-0.0892560952005484,618,2383,1500.5
FreeSurfer.curvature..MAD.2035,0.0219064540637803,0.131651064809795,0.0461385922603457,1,-0.0029113250785,0.124029874498306,619,2383,1501
travel.depth..25..2024,0.653111001537396,0.925904374787717,0.00110895382282856,0.0937929758889744,0.0109399999999999,0.201539914950085,2621,387,1504
FreeSurfer.curvature..SD.2020,0.710734093762282,0.940565929845496,0.000499399837753542,0.0541264161274135,-0.000231918777999995,0.21440441210835,2720.5,300.5,1510.5
area.2029,0.0238499468732436,0.134630959587961,0.734179361232164,1,-153.7380189,0.0211589140489766,639.5,2383,1511.25
geodesic.depth..mean.1007,0.0238499468732436,0.134630959587961,0.993384578193121,1,-0.0627667570600003,0.000516693978012301,639.5,2383,1511.25
mean.curvature..skew.1023,0.0238499468732436,0.134630959587961,0.156614960587532,1,0.025996501208,-0.0881042053184152,639.5,2383,1511.25
mean.curvature..75..1025,0.0238499468732436,0.134630959587961,0.643779939958393,1,0.0751,-0.0288109571741937,639.5,2383,1511.25
FreeSurfer.curvature..MAD.2010,0.547925871216227,0.864907916786144,0.00819720217290855,0.385368921820323,3.76682728500111e-05,0.163959915046489,2326.5,696,1511.25
FreeSurfer.curvature..SD.2026,0.0238499468732436,0.134630959587961,0.542417658946573,1,-0.00473144691999999,0.0379478036448446,639.5,2383,1511.25
FreeSurfer.curvature..skew.1028,0.0238499468732436,0.134630959587961,0.443755473846452,1,0.027088090177,-0.0476998432819247,639.5,2383,1511.25
FreeSurfer.curvature..skew.2007,0.0238499468732436,0.134630959587961,0.0588825947595555,1,0.0217428349520001,0.117315489790843,639.5,2383,1511.25
FreeSurfer.curvature..skew.2018,0.0238499468732436,0.134630959587961,0.548851551378059,1,0.022847042256,-0.0373452623765097,639.5,2383,1511.25
FreeSurfer.curvature..skew.2019,0.0238499468732436,0.134630959587961,0.519757226774432,1,0.0432076236,-0.0400989506601603,639.5,2383,1511.25
FreeSurfer.curvature..skew.2025,0.0238499468732436,0.134630959587961,0.155555497462829,1,0.0241979730300002,-0.0883291406664523,639.5,2383,1511.25
FreeSurfer.curvature..skew.2028,0.0238499468732436,0.134630959587961,0.630839540025346,1,0.025961280583,-0.02993974653116,639.5,2383,1511.25
FreeSurfer.curvature..25..1029,0.0238499468732436,0.134630959587961,0.0643319306987378,1,0.00318394601399999,-0.114897617040536,639.5,2383,1511.25
FreeSurfer.curvature..25..2025,0.0238499468732436,0.134630959587961,0.0764182727916379,1,0.003496453166,-0.110082137995573,639.5,2383,1511.25
FreeSurfer.thickness..skew.2006,0.0238499468732436,0.134630959587961,0.735695416190115,1,0.068607290631,-0.0210335619264297,639.5,2383,1511.25
FreeSurfer.thickness..skew.2011,0.0238499468732436,0.134630959587961,0.0562487613451855,1,0.0710976506200001,-0.118550932523605,639.5,2383,1511.25
FreeSurfer.thickness..kurtosis.1006,0.0238499468732436,0.134630959587961,0.826181368226608,1,0.082470727775,0.0136844179331807,639.5,2383,1511.25
FreeSurfer.thickness..kurtosis.1026,0.0238499468732436,0.134630959587961,0.565493448154976,1,-0.071005500852,0.0358025308758382,639.5,2383,1511.25
FreeSurfer.thickness..kurtosis.2026,0.0238499468732436,0.134630959587961,0.958549287778382,1,-0.107097357466,-0.00323889793472854,639.5,2383,1511.25
FreeSurfer.convexity..sulc...mean.2027,0.0238499468732436,0.134630959587961,0.62197158958542,1,0.00894537721799998,-0.0307189576287321,639.5,2383,1511.25
FreeSurfer.convexity..sulc...mean.2030,0.0238499468732436,0.134630959587961,0.681150665290198,1,0.00680864137300002,0.025601710700956,639.5,2383,1511.25
FreeSurfer.convexity..sulc...skew.2025,0.0238499468732436,0.134630959587961,0.152818269984996,1,0.026774369212,-0.0889156857453898,639.5,2383,1511.25
FreeSurfer.convexity..sulc...25..2003,0.0234471042722275,0.134630959587961,0.360989916208574,1,0.0240088850255,-0.0571016649904042,639.5,2383,1511.25
FreeSurfer.convexity..sulc...25..2008,0.0238499468732436,0.134630959587961,0.0452192547317368,1,0.012329638004,-0.1243133716304,639.5,2383,1511.25
Thickness.thickinthehead.2011,0.0238499468732436,0.134630959587961,0.039991730530091,1,-0.0741999999999998,0.127467550906923,639.5,2383,1511.25
geodesic.depth..mean.1029,0.710734093762282,0.940565929845496,0.000515462038401012,0.0554997365226391,-0.0817111518700004,0.213893785935897,2720.5,304,1512.25
LBS.4.1011,0.493675313624176,0.828359118936371,0.0196087416878088,0.717926567042646,1.76994155013613e-08,-0.144667987633477,2139.5,894,1516.75
mean.curvature..median.2020,0.0241818874787533,0.136297911243882,0.0947565286765073,1,0.0848900000000001,-0.104857572505776,660,2383,1521.5
FreeSurfer.thickness..MAD.1019,0.0246349965128242,0.138641735291537,0.317381549821446,1,0.0152727365495,-0.0627362665880605,661,2383,1522
geodesic.depth..25..1035,0.0263070499963319,0.147605167400233,0.930129780129493,1,-0.492049999999995,0.00547470711944367,663,2383,1523
FreeSurfer.curvature..median.1018,0.0268500555470294,0.150425009992393,0.0507792759231124,1,0.00342840328815,-0.122223820377962,664,2383,1523.5
FreeSurfer.convexity..sulc...median.2002,0.0270942839566682,0.151361926949653,0.0461506713223175,1,0.0188055112954,-0.124505632569247,665.5,2383,1524.25
FreeSurfer.curvature..25..1034,0.027205791606654,0.151634578474207,0.0356918133174866,1,0.00690540671400003,-0.130586085514249,667.5,2383,1525.25
mean.curvature..kurtosis.2031,0.781826170361603,0.971082922786365,4.11028611201719e-05,0.00950966116352526,0.001219858879,0.251457978526815,2910,142,1526
FreeSurfer.thickness..MAD.2035,0.0276652546116264,0.153833702773169,0.527251709336874,1,0.0254834294319999,-0.0394589839228668,669,2383,1526
FreeSurfer.curvature..MAD.1010,0.0279936944223433,0.155196040612693,0.734488005533286,1,-0.00166671350599999,0.0211745337268863,671,2383,1527
FreeSurfer.convexity..sulc...median.2035,0.0282977833913883,0.156336984219044,0.782776611644198,1,0.024074807764,-0.0172133083214489,673.5,2383,1528.25
mean.curvature..median.2023,0.0286047839327804,0.157644142562879,0.040440047472903,1,0.0712899999999999,-0.127429514833711,675,2383,1529
geodesic.depth..SD.1027,0.493675313624176,0.828359118936371,0.0214488422515107,0.763281777205842,-0.0373657401900003,0.142596663199317,2139.5,919.5,1529.5
travel.depth..MAD.1024,0.655664164211702,0.928462387083187,0.00164421644855254,0.124537417177007,-0.0101639999999996,0.194670813644898,2627,432.5,1529.75
FreeSurfer.curvature..75..1012,0.0287811455204926,0.158147505666518,0.252365838390673,1,0.00220801308755,-0.071797867691833,676.5,2383,1529.75
travel.depth..SD.2017,0.637157330207314,0.907811013192073,0.00367069484037987,0.220051055877041,-0.0170893810199999,0.179568620676411,2524,545,1534.5
travel.depth..mean.2007,0.0308299001597533,0.160626370580227,0.0608133701704797,1,-0.0632905261299999,0.116438497124167,696.5,2383,1539.75
geodesic.depth..skew.1023,0.0308299001597533,0.160626370580227,0.0969987115921906,1,0.0398676063455,-0.103145164388293,696.5,2383,1539.75
geodesic.depth..skew.2027,0.0308299001597533,0.160626370580227,0.134664282851105,1,0.023339951231,0.0930223940197075,696.5,2383,1539.75
mean.curvature..25..2029,0.0308299001597533,0.160626370580227,0.15741444918709,1,0.0768299999999993,-0.0879352236654416,696.5,2383,1539.75
mean.curvature..75..1013,0.0308299001597533,0.160626370580227,0.128643408822669,1,0.05169,0.0944780591456216,696.5,2383,1539.75
FreeSurfer.curvature..median.1008,0.0308299001597533,0.160626370580227,0.0376780236990024,1,0.00272797793150001,-0.128975823650707,696.5,2383,1539.75
FreeSurfer.curvature..median.2003,0.0303391036595518,0.160626370580227,0.600516821728584,1,0.00356250628825,-0.0327517760981016,696.5,2383,1539.75
FreeSurfer.curvature..MAD.2026,0.0307733332759504,0.160626370580227,0.278754128101371,1,-0.00408183038250001,0.0679494077716814,696.5,2383,1539.75
FreeSurfer.curvature..mean.1012,0.0308299001597533,0.160626370580227,0.126058476943239,1,0.00125362561630001,-0.095119192157945,696.5,2383,1539.75
FreeSurfer.curvature..25..2026,0.0307130498535079,0.160626370580227,0.322608107730846,1,0.0117709487675,-0.0620636419264641,696.5,2383,1539.75
FreeSurfer.thickness..SD.2028,0.0308299001597533,0.160626370580227,0.87304211669675,1,0.0118353147120001,0.00995783508491393,696.5,2383,1539.75
FreeSurfer.thickness..skew.2030,0.0308299001597533,0.160626370580227,0.2362373118374,1,0.065335388081,-0.0737113037135596,696.5,2383,1539.75
FreeSurfer.thickness..kurtosis.1017,0.0308299001597533,0.160626370580227,0.0518450804668608,1,0.089005619011,-0.120727964954365,696.5,2383,1539.75
FreeSurfer.thickness..kurtosis.1021,0.0308299001597533,0.160626370580227,0.0546863954658931,1,0.0872406059999999,-0.119306587306881,696.5,2383,1539.75
FreeSurfer.convexity..sulc...median.2003,0.0303391036595518,0.160626370580227,0.650709570168407,1,0.0232473053035,0.0283205071734111,696.5,2383,1539.75
FreeSurfer.convexity..sulc...mean.2031,0.0308299001597533,0.160626370580227,0.564720125288562,1,0.0142622642456,0.0358737301381573,696.5,2383,1539.75
FreeSurfer.convexity..sulc...skew.1026,0.0308299001597533,0.160626370580227,0.740016725667253,1,0.1069599885246,-0.0206767247602623,696.5,2383,1539.75
FreeSurfer.convexity..sulc...skew.2019,0.0308299001597533,0.160626370580227,0.811387715222703,1,0.043495425876,0.0148704197080371,696.5,2383,1539.75
FreeSurfer.convexity..sulc...75..1028,0.0301010827716576,0.160626370580227,0.716261798639447,1,0.010419286788,0.0227354620771119,696.5,2383,1539.75
FreeSurfer.convexity..sulc...75..2026,0.0297040190988067,0.160626370580227,0.109744958298101,1,0.0220378935335,-0.100197425823401,696.5,2383,1539.75
geodesic.depth..median.2006,0.510543442455206,0.85396654943047,0.0173359389665426,0.66211643118955,-0.0344450000000003,0.148330470877085,2224,857,1540.5
travel.depth..SD.1027,0.493675313624176,0.828359118936371,0.0238536100146191,0.822726943687748,-0.0148531189099996,0.14011013040906,2139.5,949,1544.25
geodesic.depth..mean.1013,0.493675313624176,0.828359118936371,0.0245428087666656,0.839421606804609,-0.0429607009800002,0.139437470123892,2139.5,957,1548.25
FreeSurfer.convexity..sulc...75..1026,0.0313205874514326,0.162954664782279,0.152279810603786,1,0.018464781344,-0.0897288576125704,715,2383,1549
FreeSurfer.curvature..25..2012,0.0316901627963692,0.164647214528622,0.748311650667624,1,0.00330205820500001,0.0201507263664093,716,2383,1549.5
FreeSurfer.thickness..MAD.1007,0.493675313624176,0.828359118936371,0.0248961664299284,0.847081553978781,0.00716495513900006,0.13909888066541,2139.5,961,1550.25
FreeSurfer.thickness..MAD.2026,0.0326945065363966,0.169156556766892,0.0479149477191317,1,0.02108669281,-0.123762581480124,719,2383,1551
FreeSurfer.convexity..sulc...MAD.1009,0.0333177863368657,0.172141896073806,0.15656309852808,1,-0.00645430013549997,0.0882861159236093,720,2383,1551.5
mean.curvature..75..1022,0.0334141199296688,0.172327121521477,0.438058162667971,1,0.0426595,-0.0483915960019251,721.5,2383,1552.25
FreeSurfer.convexity..sulc...25..1031,0.0334462854135771,0.172327121521477,0.122582700889563,1,0.00746108591599992,-0.0961836094496131,721.5,2383,1552.25
FreeSurfer.curvature..MAD.1030,0.033672205745774,0.173011885876078,0.0548307815106831,1,-0.0013880115005,0.119466546039636,723.5,2383,1553.25
FreeSurfer.convexity..sulc...25..1035,0.0336722057457742,0.173011885876078,0.351587467969659,1,0.0150563623757,-0.0581136601143208,723.5,2383,1553.25
mean.curvature..25..1023,0.0339646417450422,0.174273747988355,0.0716497034451818,1,0.0737975,-0.112118815419382,725,2383,1554
mean.curvature..MAD.2006,0.0342666868112319,0.175581370437717,0.75488159358053,1,0.08792,-0.0195685970719271,726,2383,1554.5
FreeSurfer.thickness..25..2034,0.0346888832725866,0.176698079558957,0.0429399800922215,1,-0.06310021877,0.125891544297827,729,2383,1556
FreeSurfer.thickness..75..2012,0.0345863083354847,0.176698079558957,0.124775098151844,1,-0.0443723201699999,0.0961878617635113,729,2383,1556
FreeSurfer.curvature..75..1022,0.0348887385113632,0.177303425221682,0.567119785287579,1,0.0015096832067,-0.0357223334879028,732,2383,1557.5
LBS.8.1030,0.56405016293634,0.864907916786144,0.0128947321642316,0.534260483335565,7.88095635602971e-08,-0.154037028547978,2326.5,790,1558.25
FreeSurfer.curvature..MAD.2031,0.0357323710708798,0.180603832043035,0.170745715006608,1,-0.00134527590199998,0.0853734286860141,735.5,2383,1559.25
FreeSurfer.convexity..sulc...75..2031,0.03573237107088,0.180603832043035,0.641688735790897,1,0.0182964056725,-0.0290491640542668,735.5,2383,1559.25
LBS.5.1019,0.781826170361603,0.971082922786365,0.000149547575913842,0.0234207560102118,2.31060064781414e-06,-0.233035762753715,2910,209,1559.5
FreeSurfer.curvature..25..1009,0.0359374816671449,0.181394073001057,0.241118211126335,1,0.00260838866249999,-0.0730928241738936,737,2383,1560
FreeSurfer.curvature..75..2035,0.0365938145078976,0.184382363927838,0.466967580329507,1,0.000689096748800008,0.0453960665535885,738.5,2383,1560.75
geodesic.depth..75..1030,0.476141412873812,0.828359118936371,0.0262373953045915,0.872757196024612,-0.0307000000000013,0.138116106304953,2139.5,984,1561.75
FreeSurfer.thickness..MAD.1025,0.710734093762282,0.940565929845496,0.00135110981707399,0.108127250487453,-0.00236129760800002,0.197745752733545,2720.5,408,1564.25
mean.curvature..SD.1030,0.710734093762282,0.940565929845496,0.00144257715849708,0.114052951450477,-0.00541809249000025,0.196602334154554,2720.5,414,1567.25
FreeSurfer.convexity..sulc...75..1016,0.54026451711576,0.864907916786144,0.0144330595846723,0.583231811378028,0.00241829082349999,0.151857666436656,2326.5,810,1568.25
LBS.3.2028,0.493675313624176,0.828359118936371,0.0279641650969029,0.91612238893906,1.03355269373173e-08,-0.136321007795451,2139.5,999.5,1569.5
area.2007,0.0395483146352845,0.189831910249366,0.870756974889959,1,-126.2293992,0.0101386345849208,757.5,2383,1570.25
travel.depth..skew.2027,0.0395483146352845,0.189831910249366,0.128662902096218,1,0.032841977233,0.0944732622809238,757.5,2383,1570.25
geodesic.depth..75..2007,0.0395483146352845,0.189831910249366,0.157023633512237,1,-0.22111,0.0880177463054217,757.5,2383,1570.25
mean.curvature..mean.2020,0.0395483146352845,0.189831910249366,0.87611409225881,1,0.0936909052999999,0.00971491258880167,757.5,2383,1570.25
mean.curvature..skew.1008,0.0395483146352845,0.189831910249366,0.225827955370056,1,0.035108995889,-0.0753702225584245,757.5,2383,1570.25
mean.curvature..skew.2012,0.493675313624176,0.828359118936371,0.0282663064189003,0.924278398658611,0.0142454864489999,0.1360618017141,2139.5,1001,1570.25
mean.curvature..skew.2019,0.0395483146352845,0.189831910249366,0.823483314497892,1,0.037639839666,-0.0139003402491672,757.5,2383,1570.25
mean.curvature..skew.2023,0.0395483146352845,0.189831910249366,0.5442704697832,1,0.028815624398,0.0377739258902567,757.5,2383,1570.25
mean.curvature..25..1011,0.0395483146352845,0.189831910249366,0.739628267598071,1,0.0545600000000004,0.0207087743965988,757.5,2383,1570.25
mean.curvature..75..2013,0.0395483146352845,0.189831910249366,0.423250409791238,1,0.09202,0.0498725800076167,757.5,2383,1570.25
FreeSurfer.curvature..SD.1002,0.0395483146352845,0.189831910249366,0.641287378225956,1,-0.00413674433899999,-0.0290276415303498,757.5,2383,1570.25
FreeSurfer.curvature..SD.1023,0.0395483146352845,0.189831910249366,0.607674902758872,1,-0.002457651231,-0.0319853874904028,757.5,2383,1570.25
FreeSurfer.curvature..SD.2030,0.0395483146352845,0.189831910249366,0.266703592919733,1,-0.00119609861800002,0.0691324748713888,757.5,2383,1570.25
FreeSurfer.curvature..skew.1025,0.0395483146352845,0.189831910249366,0.15863714249304,1,0.0224415323989999,-0.0876780386171819,757.5,2383,1570.25
FreeSurfer.curvature..kurtosis.1002,0.0395483146352845,0.189831910249366,0.120868053773907,1,-0.111084525253,-0.0964379656227522,757.5,2383,1570.25
FreeSurfer.thickness..skew.1018,0.0395483146352845,0.189831910249366,0.664326762319231,1,0.024559034943,0.027037620787484,757.5,2383,1570.25
FreeSurfer.thickness..skew.1030,0.0395483146352845,0.189831910249366,0.778763639730606,1,0.038449564058,-0.0175055884477355,757.5,2383,1570.25
FreeSurfer.thickness..kurtosis.2015,0.0395483146352845,0.189831910249366,0.472331551127826,1,0.029915458752,-0.0447646448371764,757.5,2383,1570.25
FreeSurfer.convexity..sulc...mean.1023,0.0395483146352845,0.189831910249366,0.851770456114421,1,0.012346037509,-0.0116442744065997,757.5,2383,1570.25
FreeSurfer.convexity..sulc...skew.2018,0.0395483146352845,0.189831910249366,0.661015524338861,1,0.0477965154269999,-0.027321898676161,757.5,2383,1570.25
FreeSurfer.convexity..sulc...75..1027,0.0389554543235903,0.189831910249366,0.369111430071638,1,0.00990689173399999,-0.0563648893650432,757.5,2383,1570.25
LBS.8.2016,0.0395483146352845,0.189831910249366,0.210831734681183,1,7.35188230145149e-06,-0.0778584947609828,757.5,2383,1570.25
travel.depth..skew.1012,0.637157330207314,0.907811013192073,0.00593717174204947,0.312936218101309,-0.019116423842,-0.170197558652905,2524,620,1572
FreeSurfer.convexity..sulc...median.1005,0.781826170361603,0.971082922786365,0.000208206813455355,0.028634249087537,0.00455495715199999,0.228072912858027,2910,238,1574
FreeSurfer.convexity..sulc...skew.2022,0.56405016293634,0.864907916786144,0.015373733112058,0.610688784191196,0.00518176242599999,0.150166534890792,2326.5,824,1575.25
travel.depth..kurtosis.1007,0.56405016293634,0.864907916786144,0.0157219976468516,0.617775304827792,0.00983093876000019,-0.149667406517507,2326.5,832.5,1579.5
FreeSurfer.convexity..sulc...25..2014,0.0403109902919609,0.19324340706971,0.706122043681717,1,-0.0130912661554999,0.023679414120354,776,2383,1579.5
FreeSurfer.curvature..25..1018,0.0415502517976682,0.198927846444435,0.055062657666141,1,0.00318446010350001,-0.120052372279335,777,2383,1580
FreeSurfer.curvature..25..1002,0.0418652032857462,0.200178092831588,0.396342567817188,1,0.0014288574455,0.0532336242854444,778,2383,1580.5
mean.curvature..median.2034,0.0433905485454431,0.207205186892232,0.392341423917038,1,0.095925,-0.0533709210331304,779,2383,1581
FreeSurfer.curvature..median.2022,0.043796145892109,0.208873926562366,0.227973104906615,1,0.00298403576015001,0.0751696871823405,780,2383,1581.5
FreeSurfer.convexity..sulc...75..2002,0.0444026487473766,0.210955112822786,0.565406511327463,1,0.016886767,-0.0360208413694108,783,2383,1583
FreeSurfer.curvature..median.1023,0.0444932254265782,0.21111581452407,0.968726023462693,1,0.00373360514645001,0.00244798947159402,784,2383,1583.5
area.1011,0.493675313624176,0.828359118936371,0.0299752301446143,0.955335862799825,-5.70629079999981,0.134638854485686,2139.5,1028,1583.75
LBS.4.1013,0.56405016293634,0.864907916786144,0.0161545223926194,0.628364010779434,3.12718798797028e-08,-0.149060806156593,2326.5,841,1583.75
FreeSurfer.curvature..75..2020,0.0449380076713655,0.212737591720012,0.143502549988691,1,0.00372793525465,-0.0918660872421529,785.5,2383,1584.25
FreeSurfer.curvature..MAD.2006,0.0451542496195956,0.213435589053234,0.50969357401108,1,0.00305661372835,-0.0413107517912261,787,2383,1585
geodesic.depth..75..2035,0.46330629220301,0.828359118936371,0.030566507192748,0.967593839231679,-0.212912500000002,0.134421554523177,2139.5,1034,1586.75
FreeSurfer.curvature..25..2022,0.047248126937791,0.222203580541824,0.893887740637288,1,0.00207671895600001,-0.00832837299316766,791,2383,1587
LBS.4.2011,0.493675313624176,0.828359118936371,0.0308281352685173,0.973052600564126,4.75279586984532e-08,-0.133954457728725,2139.5,1037,1588.25
travel.depth..SD.1025,0.710734093762282,0.940565929845496,0.00218528816340231,0.155158512059788,-0.0538647328800002,0.189202690091039,2720.5,461,1590.75
travel.depth..mean.2010,0.56405016293634,0.864907916786144,0.017148320125735,0.655715780883947,-0.08689689261,0.147719067816995,2326.5,855.5,1591
LBS.2.1028,0.56405016293634,0.864907916786144,0.0178712256649114,0.676768128206166,4.70081365970401e-09,-0.146785052228236,2326.5,864.5,1595.5
travel.depth..skew.2030,0.0503447413124853,0.225369961110043,0.546610534301606,1,0.032354099287,-0.0375547390268056,811.5,2383,1597.25
travel.depth..75..2007,0.0503447413124853,0.225369961110043,0.10732110552095,1,-0.149344999999999,0.10010109891638,811.5,2383,1597.25
travel.depth..75..2012,0.0502576099341062,0.225369961110043,0.186214175307982,1,-0.244909999999999,0.0828797552806256,811.5,2383,1597.25
geodesic.depth..mean.1035,0.0503447413124853,0.225369961110043,0.643596420577292,1,-0.3781082076,0.0288268991070276,811.5,2383,1597.25
geodesic.depth..mean.2007,0.0503447413124853,0.225369961110043,0.240291539271638,1,-0.0989543807300004,0.0730791225742471,811.5,2383,1597.25
geodesic.depth..SD.1006,0.0503447413124853,0.225369961110043,0.266868102642384,1,-0.16505200268,0.0691087563514875,811.5,2383,1597.25
mean.curvature..mean.2034,0.0503447413124853,0.225369961110043,0.587359237419578,1,0.07524313241,-0.0338080427363067,811.5,2383,1597.25
