var.nms,ks.pvals,a.ks.pvals,cor.pvals,a.cor.pvals,delta.median,obs.cor,r.ks,r.cor,ave.r
travel.depth..25..1025,0.974583794438596,0.999983966420484,0.437504888982831,1,0.00156099999999992,0.0483559402882303,3457.5,2383,2920.25
travel.depth..25..1030,0.996243450052546,0.999983966420484,0.0915453411205949,1,0.0199637500000001,0.105061668525588,3457.5,2383,2920.25
travel.depth..25..1031,0.916837003599218,0.999983966420484,0.0824123649194617,1,0.00491912500000002,0.108129440032434,3457.5,2383,2920.25
travel.depth..25..2003,0.944650268742899,0.999983966420484,0.163149296110458,1,0.0346090000000001,0.0870791954446937,3457.5,2383,2920.25
travel.depth..25..2010,0.889339241912135,0.999983966420484,0.606982756502592,1,-0.0214164999999999,0.0321094065582561,3457.5,2383,2920.25
travel.depth..25..2013,0.945486059274044,0.999983966420484,0.21829802739911,1,-0.003384,0.07660437089921,3457.5,2383,2920.25
travel.depth..25..2018,0.97275736800495,0.999983966420484,0.244933153486943,1,0.0327649999999999,0.0727885891385776,3457.5,2383,2920.25
travel.depth..25..2019,0.955451018386208,0.999983966420484,0.448807248412146,1,0.00383,0.047732158009654,3457.5,2383,2920.25
travel.depth..25..2029,0.974583794438596,0.999983966420484,0.848230845141217,1,0.000491750000000013,-0.011925689868105,3457.5,2383,2920.25
travel.depth..25..2030,0.887913830649908,0.999983966420484,0.0645269016648535,1,0.0182600000000002,0.115036382414532,3457.5,2383,2920.25
travel.depth..25..2034,0.862632211240805,0.999983966420484,0.0774028928487988,1,-0.17925,0.109930225399494,3457.5,2383,2920.25
travel.depth..25..2035,0.965221978757504,0.999983966420484,0.267393382235976,1,-0.0178000000000011,0.0691672039977832,3457.5,2383,2920.25
travel.depth..75..1005,0.945486059274044,0.999983966420484,0.0386272372937949,1,-0.00295000000000023,0.128347830577969,3457.5,2383,2920.25
travel.depth..75..1010,0.935116379472427,0.999983966420484,0.476022367791369,1,0.0054325000000004,0.0444791543433086,3457.5,2383,2920.25
travel.depth..75..1020,0.884001686869555,0.999983966420484,0.75654208806762,1,-0.00963500000000117,-0.0194699963636285,3457.5,2383,2920.25
travel.depth..75..1023,0.995679804085864,0.999983966420484,0.0390943891991482,1,0.0174600000000007,0.128290832734595,3457.5,2383,2920.25
travel.depth..75..2010,0.925378680034813,0.999983966420484,0.0849311234327305,1,-0.088519999999999,0.10725717013613,3457.5,2383,2920.25
travel.depth..75..2019,0.908329850039091,0.999983966420484,0.0412165048363037,1,-0.0485899999999999,0.12818878213379,3457.5,2383,2920.25
travel.depth..75..2023,0.896334907235526,0.999983966420484,0.642435788904482,1,0.0978150000000007,0.028984074892777,3457.5,2383,2920.25
travel.depth..75..2025,0.990856660950784,0.999983966420484,0.488336322088723,1,0.0388749999999991,0.0431633328646161,3457.5,2383,2920.25
travel.depth..75..2026,0.919383063185224,0.999983966420484,0.211480157327363,1,-0.00725875000000009,-0.0783574488493845,3457.5,2383,2920.25
travel.depth..75..2035,0.972899536732203,0.999983966420484,0.120772605375968,1,0.0664750000000005,0.096649598401717,3457.5,2383,2920.25
geodesic.depth..median.1016,0.96798635971279,0.999983966420484,0.273509824434374,1,0.0418000000000003,0.0682918180538439,3457.5,2383,2920.25
geodesic.depth..median.1017,0.99289615725529,0.999983966420484,0.75190715325004,1,-0.00696500000000011,-0.0197366435347005,3457.5,2383,2920.25
geodesic.depth..median.1020,0.975441297296894,0.999983966420484,0.603748993776767,1,0.037445,-0.032589421266111,3457.5,2383,2920.25
geodesic.depth..median.1025,0.945486059274044,0.999983966420484,0.100391560259664,1,0.0332399999999993,0.102117457730325,3457.5,2383,2920.25
geodesic.depth..median.2011,0.974583794438596,0.999983966420484,0.137801134034437,1,0.01799,0.0922837473758714,3457.5,2383,2920.25
geodesic.depth..median.2016,0.98574307563861,0.999983966420484,0.743606899139704,1,0.0185399999999998,-0.0204204559934753,3457.5,2383,2920.25
geodesic.depth..median.2017,0.927843419739131,0.999983966420484,0.135250180096941,1,0.0254500000000002,0.0930635318607218,3457.5,2383,2920.25
geodesic.depth..median.2019,0.95226968751961,0.999983966420484,0.350446721897772,1,0.000939999999999941,0.0588264051345382,3457.5,2383,2920.25
geodesic.depth..median.2023,0.912561469178698,0.999983966420484,0.105253560341718,1,-0.02956,-0.100886766652305,3457.5,2383,2920.25
geodesic.depth..median.2025,0.945486059274044,0.999983966420484,0.290239478052154,1,-0.0744899999999999,-0.0658353802833691,3457.5,2383,2920.25
geodesic.depth..median.2031,0.989331806106923,0.999983966420484,0.0816065252134097,1,-0.0122349999999996,0.108413043839554,3457.5,2383,2920.25
geodesic.depth..MAD.1010,0.929782369328576,0.999983966420484,0.452022703756555,1,0.00859750000000048,-0.0469311869781045,3457.5,2383,2920.25
geodesic.depth..MAD.1014,0.97957145626647,0.999983966420484,0.970010902812234,1,0.0266410000000006,0.00236121543138396,3457.5,2383,2920.25
geodesic.depth..MAD.1017,0.962309425451335,0.999983966420484,0.38350558543995,1,-0.0217824999999996,0.0543725309650779,3457.5,2383,2920.25
geodesic.depth..MAD.1020,0.978816986767222,0.999983966420484,0.356368872196012,1,-0.0332425000000001,-0.0578790485593398,3457.5,2383,2920.25
geodesic.depth..MAD.1021,0.99775705805522,0.999983966420484,0.204371732728258,1,-0.0137499999999999,0.0789696209464364,3457.5,2383,2920.25
geodesic.depth..MAD.1023,0.962969541912755,0.999983966420484,0.947536129040767,1,-0.0228020000000004,0.00410854122901165,3457.5,2383,2920.25
geodesic.depth..MAD.1024,0.928654872158975,0.999983966420484,0.033165001859203,1,-0.0211675000000007,0.132413872733942,3457.5,2383,2920.25
geodesic.depth..MAD.1034,0.995311793404647,0.999983966420484,0.977617104953815,1,-0.0568499999999998,0.00175181701492776,3457.5,2383,2920.25
geodesic.depth..MAD.2010,0.995209731074076,0.999983966420484,0.640290249160344,1,-0.020025,0.0291710957977335,3457.5,2383,2920.25
geodesic.depth..MAD.2011,0.945486059274044,0.999983966420484,0.122508023744458,1,0.0293987999999998,0.0960166116863849,3457.5,2383,2920.25
geodesic.depth..MAD.2016,0.879182039554062,0.999983966420484,0.308500247928727,1,-0.0493950000000001,0.0635220097253287,3457.5,2383,2920.25
geodesic.depth..MAD.2019,0.977473754174139,0.999983966420484,0.565797934522511,1,0.0171375,0.0361984500533822,3457.5,2383,2920.25
geodesic.depth..MAD.2022,0.933260840153638,0.999983966420484,0.931701660131328,1,-0.0038235000000002,-0.00535123816961691,3457.5,2383,2920.25
geodesic.depth..MAD.2025,0.974583794438596,0.999983966420484,0.889797030338133,1,0.0107400000000002,-0.00863463564602476,3457.5,2383,2920.25
geodesic.depth..MAD.2027,0.930128246009263,0.999983966420484,0.79202163206332,1,-0.00551099999999982,-0.016560308315416,3457.5,2383,2920.25
geodesic.depth..MAD.2031,0.891762561435346,0.999983966420484,0.177301546251386,1,-0.0529310000000001,0.0840878280146633,3457.5,2383,2920.25
geodesic.depth..mean.1005,0.945486059274044,0.999983966420484,0.18740705844963,1,-0.0390020081800007,0.082014166250085,3457.5,2383,2920.25
geodesic.depth..mean.1009,0.902487892534316,0.999983966420484,0.0771253685831585,1,-0.0479435208899996,0.109820149830253,3457.5,2383,2920.25
geodesic.depth..mean.1010,0.990856660950784,0.999983966420484,0.890171609092116,1,-0.0107683297600003,0.00860510012457248,3457.5,2383,2920.25
geodesic.depth..mean.1016,0.945486059274044,0.999983966420484,0.378723942563389,1,0.00381462621999962,0.0548138404782683,3457.5,2383,2920.25
geodesic.depth..mean.1017,0.990856660950784,0.999983966420484,0.645014159018551,1,0.02720532812,0.0287037918815459,3457.5,2383,2920.25
geodesic.depth..mean.1020,0.974583794438596,0.999983966420484,0.330773401388219,1,0.0055946248000005,-0.0605518366184489,3457.5,2383,2920.25
geodesic.depth..mean.2010,0.990856660950784,0.999983966420484,0.246316048679739,1,-0.0150613398599999,0.0721533637530233,3457.5,2383,2920.25
geodesic.depth..mean.2016,0.945486059274044,0.999983966420484,0.895591536248446,1,-0.0371506873599996,-0.00817795069725641,3457.5,2383,2920.25
geodesic.depth..mean.2023,0.990856660950784,0.999983966420484,0.759236410598559,1,0.00139498783999947,-0.0190975958069215,3457.5,2383,2920.25
geodesic.depth..mean.2025,0.990856660950784,0.999983966420484,0.969012463857584,1,0.0186012300500007,-0.00242084253912486,3457.5,2383,2920.25
geodesic.depth..mean.2029,0.902487892534316,0.999983966420484,0.139467365947464,1,-0.0688904828499997,0.0918966234460923,3457.5,2383,2920.25
geodesic.depth..SD.1002,0.902487892534316,0.999983966420484,0.216378603380763,1,0.0127991279199997,-0.0769238080041528,3457.5,2383,2920.25
geodesic.depth..SD.1005,0.945486059274044,0.999983966420484,0.677223331875456,1,-0.0231207008999998,0.0259356706187653,3457.5,2383,2920.25
geodesic.depth..SD.1010,0.990856660950784,0.999983966420484,0.736003527053566,1,0.0121845308299999,0.0210080967279494,3457.5,2383,2920.25
geodesic.depth..SD.1017,0.974583794438596,0.999983966420484,0.121254816083329,1,-0.0265984137600004,0.0963381969545456,3457.5,2383,2920.25
geodesic.depth..SD.1034,0.99775705805522,0.999983966420484,0.902598013832399,1,-0.0266544828899997,0.00762632641363708,3457.5,2383,2920.25
geodesic.depth..SD.2010,0.990856660950784,0.999983966420484,0.561713015083329,1,0.0307255335700001,0.0361510373104163,3457.5,2383,2920.25
geodesic.depth..SD.2014,0.945486059274044,0.999983966420484,0.0369618947540097,1,-0.0234637182699999,0.129458527010568,3457.5,2383,2920.25
geodesic.depth..SD.2025,0.945486059274044,0.999983966420484,0.0501806326668374,1,-0.0128624872800005,0.121590974449143,3457.5,2383,2920.25
geodesic.depth..SD.2026,0.974583794438596,0.999983966420484,0.721928496105315,1,0.0160245197200002,-0.0221750341120806,3457.5,2383,2920.25
geodesic.depth..skew.1013,0.974583794438596,0.999983966420484,0.645585664581909,1,0.00188811904299996,0.0286541975693498,3457.5,2383,2920.25
geodesic.depth..skew.1017,0.974583794438596,0.999983966420484,0.377997850112632,1,0.00827454023000002,0.0548972453989877,3457.5,2383,2920.25
geodesic.depth..skew.1026,0.990856660950784,0.999983966420484,0.265520892503403,1,0.011537041548,0.0693032884238303,3457.5,2383,2920.25
geodesic.depth..skew.1029,0.902487892534316,0.999983966420484,0.0780429931391176,1,0.0072814002187,0.109483043722895,3457.5,2383,2920.25
geodesic.depth..skew.1035,0.974583794438596,0.999983966420484,0.471608670775543,1,-0.020485124773,-0.044837662168287,3457.5,2383,2920.25
geodesic.depth..skew.2005,0.945486059274044,0.999983966420484,0.740958364052629,1,-0.0135151387339999,0.0205990576692106,3457.5,2383,2920.25
geodesic.depth..skew.2006,0.974583794438596,0.999983966420484,0.938507977370391,1,0.0199370642566,0.00480748331838993,3457.5,2383,2920.25
geodesic.depth..skew.2011,0.902487892534316,0.999983966420484,0.639360741817357,1,-0.00630399227799999,-0.0291953681095912,3457.5,2383,2920.25
geodesic.depth..skew.2013,0.902487892534316,0.999983966420484,0.347685338356054,1,-0.015667628662,0.0584716854080133,3457.5,2383,2920.25
geodesic.depth..skew.2017,0.902487892534316,0.999983966420484,0.237092894503235,1,0.0102894257711,0.0735772610660382,3457.5,2383,2920.25
geodesic.depth..skew.2019,0.945486059274044,0.999983966420484,0.427760423103128,1,0.030612126928,0.0493895778797605,3457.5,2383,2920.25
geodesic.depth..skew.2024,0.902487892534316,0.999983966420484,0.780180014073307,1,0.000616918729999999,0.0173905679959499,3457.5,2383,2920.25
geodesic.depth..kurtosis.1008,0.974583794438596,0.999983966420484,0.577784935841493,1,0.00570474555999989,-0.0346770040373412,3457.5,2383,2920.25
geodesic.depth..kurtosis.1013,0.902487892534316,0.999983966420484,0.888804459163598,1,-0.011256267773,-0.00871290919212098,3457.5,2383,2920.25
geodesic.depth..kurtosis.1017,0.990856660950784,0.999983966420484,0.90916727384283,1,-0.00224293210100002,0.0071096644585207,3457.5,2383,2920.25
geodesic.depth..kurtosis.1019,0.999694646161203,0.999983966420484,0.0327624964455611,1,0.00153640768399999,0.132460214373149,3457.5,2383,2920.25
geodesic.depth..kurtosis.1021,0.974583794438596,0.999983966420484,0.0559947944801809,1,-0.013239415262,-0.118672573178408,3457.5,2383,2920.25
geodesic.depth..kurtosis.1026,0.974583794438596,0.999983966420484,0.252665143460847,1,-0.02008441846,0.0711946460518939,3457.5,2383,2920.25
geodesic.depth..kurtosis.1029,0.974583794438596,0.999983966420484,0.122914699643655,1,0.00970816869000002,0.0959128040901717,3457.5,2383,2920.25
geodesic.depth..kurtosis.2011,0.974583794438596,0.999983966420484,0.114424050046599,1,-0.000408220906000012,-0.0981380371911175,3457.5,2383,2920.25
geodesic.depth..kurtosis.2015,0.902487892534316,0.999983966420484,0.0789574864720051,1,0.02461165254,-0.109150264911724,3457.5,2383,2920.25
geodesic.depth..kurtosis.2019,0.902487892534316,0.999983966420484,0.456165473619468,1,0.04371681199,0.0464125603471793,3457.5,2383,2920.25
geodesic.depth..kurtosis.2020,0.99775705805522,0.999983966420484,0.756014344909872,1,-0.0116687503890001,0.019361450638458,3457.5,2383,2920.25
geodesic.depth..kurtosis.2022,0.974583794438596,0.999983966420484,0.137163160383567,1,0.0224603180811,0.0924329206561181,3457.5,2383,2920.25
geodesic.depth..kurtosis.2023,0.902487892534316,0.999983966420484,0.575996839004929,1,0.020748796424,0.0348400325549601,3457.5,2383,2920.25
geodesic.depth..kurtosis.2029,0.902487892534316,0.999983966420484,0.475422696160935,1,0.00469820107499996,-0.0444530993098333,3457.5,2383,2920.25
geodesic.depth..kurtosis.2034,0.990856660950784,0.999983966420484,0.936923312622567,1,0.00108428148799999,-0.00493162755731753,3457.5,2383,2920.25
geodesic.depth..25..1006,0.909673240473874,0.999983966420484,0.85843553397529,1,-0.0247249999999999,0.0112023486631445,3457.5,2383,2920.25
geodesic.depth..25..1011,0.990856660950784,0.999983966420484,0.283941820548329,1,0.000141699999999995,0.0666993563063522,3457.5,2383,2920.25
geodesic.depth..25..1015,0.930262528243396,0.999983966420484,0.224613046662579,1,0.00214799999999998,0.0757140819143508,3457.5,2383,2920.25
geodesic.depth..25..1018,0.88525474923491,0.999983966420484,0.988112787610213,1,-0.0155199999999995,-0.000935764420934622,3457.5,2383,2920.25
geodesic.depth..25..1020,0.937328004000583,0.999983966420484,0.740211801068983,1,0.0163849999999999,-0.0208229614782462,3457.5,2383,2920.25
geodesic.depth..25..1031,0.980953937098389,0.999983966420484,0.0692137992080891,1,-0.00391999999999992,0.11308878465437,3457.5,2383,2920.25
geodesic.depth..25..2003,0.944650268742899,0.999983966420484,0.185933439785155,1,-0.023965,0.0826083423422679,3457.5,2383,2920.25
geodesic.depth..25..2016,0.999964920449147,0.999983966420484,0.465431322263499,1,0.01959,-0.0455525989899438,3457.5,2383,2920.25
geodesic.depth..25..2018,0.961391240860788,0.999983966420484,0.610262405706132,1,-0.107595,0.0319417383279232,3457.5,2383,2920.25
geodesic.depth..25..2019,0.955451018386208,0.999983966420484,0.194912966492146,1,0.00383,0.0815964482832423,3457.5,2383,2920.25
geodesic.depth..25..2025,0.99775705805522,0.999983966420484,0.0429425472216785,1,-0.00249999999999995,-0.125647265505969,3457.5,2383,2920.25
geodesic.depth..25..2029,0.902487892534316,0.999983966420484,0.362677600433948,1,-0.0100899999999999,-0.0566805563159367,3457.5,2383,2920.25
geodesic.depth..25..2030,0.991407440044271,0.999983966420484,0.0505975950453139,1,-0.003085,0.121607175762872,3457.5,2383,2920.25
geodesic.depth..25..2031,0.921340873858466,0.999983966420484,0.0737639699331529,1,0.015695,0.111298463414092,3457.5,2383,2920.25
geodesic.depth..25..2034,0.870806514592876,0.999983966420484,0.056148763846944,1,-0.197099999999999,0.118828096361669,3457.5,2383,2920.25
geodesic.depth..75..1005,0.974583794438596,0.999983966420484,0.14719959264262,1,-0.00136999999999965,0.0901450558090512,3457.5,2383,2920.25
geodesic.depth..75..1020,0.968454451222614,0.999983966420484,0.628937279809461,1,0.00970000000000049,-0.0303429861117339,3457.5,2383,2920.25
geodesic.depth..75..1023,0.994839124171684,0.999983966420484,0.684271226759146,1,0.043755,0.0253862009238781,3457.5,2383,2920.25
geodesic.depth..75..1028,0.863460067357734,0.999983966420484,0.5452605892979,1,0.0324900000000001,-0.0378282143965403,3457.5,2383,2920.25
geodesic.depth..75..2010,0.955790470778814,0.999983966420484,0.613145684805451,1,-0.00913500000000056,0.0315605603733425,3457.5,2383,2920.25
geodesic.depth..75..2016,0.966263014769189,0.999983966420484,0.897551296110288,1,-0.0279862499999997,0.00803922001703597,3457.5,2383,2920.25
geodesic.depth..75..2017,0.936033039371404,0.999983966420484,0.0368015141357502,1,-0.0535062499999981,0.129817899133545,3457.5,2383,2920.25
geodesic.depth..75..2022,0.89356313243487,0.999983966420484,0.827945553048654,1,-0.0784500000000001,-0.0135696925995171,3457.5,2383,2920.25
geodesic.depth..75..2023,0.86597229721916,0.999983966420484,0.45735844355081,1,0.0362424999999993,-0.0463799045863096,3457.5,2383,2920.25
geodesic.depth..75..2025,0.99775705805522,0.999983966420484,0.985478823239813,1,0.0395000000000003,-0.00113421806906938,3457.5,2383,2920.25
mean.curvature..median.2017,0.890957641979027,0.999983966420484,0.313445834907376,1,-0.02474,0.0628773278581277,3457.5,2383,2920.25
mean.curvature..MAD.1003,0.930128246009264,0.999983966420484,0.395969857889552,1,-0.00241495000000036,-0.0532755860683464,3457.5,2383,2920.25
mean.curvature..MAD.1005,0.902487892534316,0.999983966420484,0.429424104212398,1,0.0129600000000001,0.0492121505750861,3457.5,2383,2920.25
mean.curvature..MAD.1017,0.937544307332872,0.999983966420484,0.825685450430192,1,-0.000265000000000182,0.0137508173363016,3457.5,2383,2920.25
mean.curvature..MAD.1021,0.945486059274044,0.999983966420484,0.115991374526991,1,-0.015366,0.0977177950798417,3457.5,2383,2920.25
mean.curvature..MAD.1022,0.940941729745524,0.999983966420484,0.98101237511196,1,-0.00209800000000016,-0.00148602885526287,3457.5,2383,2920.25
mean.curvature..MAD.1023,0.925378680034814,0.999983966420484,0.749966092553976,1,0.0120150000000001,0.0198963431123455,3457.5,2383,2920.25
mean.curvature..MAD.1027,0.892637963837303,0.999983966420484,0.897913560251209,1,-0.00186550000000052,0.00805789614507754,3457.5,2383,2920.25
mean.curvature..MAD.1029,0.974583794438596,0.999983966420484,0.952585078684629,1,-0.00716099999999997,0.00370544447173792,3457.5,2383,2920.25
mean.curvature..MAD.1031,0.879393457318757,0.999983966420484,0.605537384170025,1,0.00994050000000035,-0.0322384823857823,3457.5,2383,2920.25
mean.curvature..MAD.2002,0.987427189097697,0.999983966420484,0.188677622595917,1,-0.00460499999999997,0.0822582887529152,3457.5,2383,2920.25
mean.curvature..MAD.2007,0.945486059274044,0.999983966420484,0.199941111611539,1,0.0135700000000001,0.0797464544410888,3457.5,2383,2920.25
mean.curvature..MAD.2010,0.998985838917958,0.999983966420484,0.247649042490346,1,-0.00820999999999983,0.0720904213429798,3457.5,2383,2920.25
mean.curvature..MAD.2019,0.956194618422713,0.999983966420484,0.692202414229601,1,0.0150899999999998,0.0249582018970587,3457.5,2383,2920.25
mean.curvature..MAD.2021,0.902487892534316,0.999983966420484,0.518994481652454,1,-0.00512000000000001,-0.0401721774467676,3457.5,2383,2920.25
mean.curvature..MAD.2022,0.992362389072457,0.999983966420484,0.352283044042196,1,0.00242299999999984,-0.0580299244010241,3457.5,2383,2920.25
mean.curvature..MAD.2025,0.945486059274044,0.999983966420484,0.105502601601286,1,-0.0190490000000003,0.100620060360719,3457.5,2383,2920.25
mean.curvature..MAD.2026,0.952478925162364,0.999983966420484,0.477136984362914,1,0.00185499999999994,-0.0446284397499938,3457.5,2383,2920.25
mean.curvature..MAD.2028,0.901243505590949,0.999983966420484,0.815478139976294,1,0.00038249999999973,0.0145987725335501,3457.5,2383,2920.25
mean.curvature..MAD.2029,0.902487892534316,0.999983966420484,0.598515542122486,1,-0.00981199999999971,0.0328036734789167,3457.5,2383,2920.25
mean.curvature..MAD.2031,0.878758696665749,0.999983966420484,0.283098207559401,1,0.00869600000000004,-0.0669458930350601,3457.5,2383,2920.25
mean.curvature..mean.2005,0.902487892534316,0.999983966420484,0.9661605111509,1,0.0066466968400003,-0.00264377326824217,3457.5,2383,2920.25
mean.curvature..SD.1017,0.902487892534316,0.999983966420484,0.29228189311149,1,-0.00112313249000007,0.065557880984166,3457.5,2383,2920.25
mean.curvature..SD.1019,0.990856660950784,0.999983966420484,0.696325939610428,1,-0.000509049420000185,-0.0243180306464842,3457.5,2383,2920.25
mean.curvature..SD.1024,0.990856660950784,0.999983966420484,0.0890872426364814,1,0.0054031804000001,0.105657685812023,3457.5,2383,2920.25
mean.curvature..SD.1026,0.945486059274044,0.999983966420484,0.411783452298263,1,-0.000180170300000171,-0.0511143280335008,3457.5,2383,2920.25
mean.curvature..SD.1029,0.945486059274044,0.999983966420484,0.34538644863932,1,0.00139861423999976,-0.0587506077282988,3457.5,2383,2920.25
mean.curvature..SD.2010,0.945486059274044,0.999983966420484,0.0421755480108246,1,-0.00251822164000015,0.126110028691367,3457.5,2383,2920.25
mean.curvature..SD.2019,0.999694646161203,0.999983966420484,0.443136723252408,1,-0.00715479981999989,0.0477645552403041,3457.5,2383,2920.25
mean.curvature..SD.2022,0.945486059274044,0.999983966420484,0.200075848224281,1,0.0143435543800003,-0.0797226476027921,3457.5,2383,2920.25
mean.curvature..SD.2024,0.902487892534316,0.999983966420484,0.503724723363679,1,-6.36112099998698e-05,0.0416500205028563,3457.5,2383,2920.25
mean.curvature..SD.2030,0.945486059274044,0.999983966420484,0.908364875089486,1,-0.00578066125999976,-0.00717274510637962,3457.5,2383,2920.25
mean.curvature..SD.2031,0.945486059274044,0.999983966420484,0.904508191641379,1,-0.00966195635,-0.00747604175578334,3457.5,2383,2920.25
mean.curvature..skew.1014,0.945486059274044,0.999983966420484,0.608103643310477,1,-0.0156992613229999,-0.0319472195655741,3457.5,2383,2920.25
mean.curvature..skew.1034,0.945486059274044,0.999983966420484,0.233463626165368,1,-0.030077560195,-0.074148214432089,3457.5,2383,2920.25
mean.curvature..skew.2005,0.974583794438596,0.999983966420484,0.907487633981631,1,-0.00509251370399999,-0.00724171785689708,3457.5,2383,2920.25
mean.curvature..skew.2022,0.974583794438596,0.999983966420484,0.102185090966217,1,-0.00161805315899999,0.101585275544275,3457.5,2383,2920.25
mean.curvature..kurtosis.1012,0.990856660950784,0.999983966420484,0.093673954697052,1,0.006800954067,-0.104180353851041,3457.5,2383,2920.25
mean.curvature..kurtosis.1013,0.999694646161203,0.999983966420484,0.957946079119337,1,0.006356679044,-0.00328607491942798,3457.5,2383,2920.25
mean.curvature..kurtosis.1019,0.945486059274044,0.999983966420484,0.224545186686072,1,-0.015939294064,0.0755783761793205,3457.5,2383,2920.25
mean.curvature..kurtosis.1025,0.974583794438596,0.999983966420484,0.0819526259023407,1,0.000772729424000085,-0.108081721940518,3457.5,2383,2920.25
mean.curvature..kurtosis.1034,0.902487892534316,0.999983966420484,0.389116929020972,1,-0.012995051466,-0.0536305539290359,3457.5,2383,2920.25
mean.curvature..kurtosis.2011,0.902487892534316,0.999983966420484,0.428057095249795,1,0.00242343385599997,-0.0493579093551915,3457.5,2383,2920.25
mean.curvature..kurtosis.2014,0.974583794438596,0.999983966420484,0.0455647778337037,1,0.00882284725999999,-0.124115883125361,3457.5,2383,2920.25
mean.curvature..kurtosis.2017,0.902487892534316,0.999983966420484,0.395531246293934,1,-0.00214856356299997,-0.0529097888144183,3457.5,2383,2920.25
mean.curvature..kurtosis.2019,0.902487892534316,0.999983966420484,0.630477131258231,1,-0.00415009846000003,-0.0299714988044661,3457.5,2383,2920.25
mean.curvature..kurtosis.2020,0.974583794438596,0.999983966420484,0.254422307360347,1,0.00733945203399999,-0.0709322706462531,3457.5,2383,2920.25
mean.curvature..kurtosis.2021,0.99775705805522,0.999983966420484,0.313944219027984,1,-0.00356413420200002,0.0626908876425429,3457.5,2383,2920.25
mean.curvature..kurtosis.2022,0.945486059274044,0.999983966420484,0.931245814227891,1,-0.00898056372300005,0.00537657179738956,3457.5,2383,2920.25
mean.curvature..kurtosis.2023,0.902487892534316,0.999983966420484,0.663712587401206,1,0.0082574630223,0.0270903067649677,3457.5,2383,2920.25
mean.curvature..kurtosis.2024,0.974583794438596,0.999983966420484,0.996383504347461,1,-1.03616990000388e-05,0.000282462200565755,3457.5,2383,2920.25
mean.curvature..kurtosis.2026,0.990856660950784,0.999983966420484,0.501221587692065,1,0.00131283949000005,0.0418944985364982,3457.5,2383,2920.25
mean.curvature..kurtosis.2029,0.974583794438596,0.999983966420484,0.692819002412437,1,0.003422528009,0.0246137529488348,3457.5,2383,2920.25
mean.curvature..kurtosis.2035,0.974583794438596,0.999983966420484,0.102646704239899,1,-0.017412832671,-0.101449501508237,3457.5,2383,2920.25
mean.curvature..25..1005,0.902487892534316,0.999983966420484,0.110015909021649,1,-0.00253000000000014,0.0993446473076203,3457.5,2383,2920.25
mean.curvature..25..2005,0.902487892534316,0.999983966420484,0.823038347714908,1,-0.0013424999999998,-0.0139359663350156,3457.5,2383,2920.25
mean.curvature..25..2017,0.933260840153638,0.999983966420484,0.436792511539268,1,-0.00406000000000084,0.0485252585284019,3457.5,2383,2920.25
FreeSurfer.curvature..MAD.1016,0.915424346553524,0.999983966420484,0.303949370972135,1,-0.000901993364149992,0.0641212693516327,3457.5,2383,2920.25
FreeSurfer.curvature..MAD.1019,0.985895972467666,0.999983966420484,0.0704847639603042,1,-0.000963838770999995,0.113239199292752,3457.5,2383,2920.25
FreeSurfer.curvature..MAD.1021,0.902487892534316,0.999983966420484,0.673293077003249,1,0.000722128896999991,0.026270622447904,3457.5,2383,2920.25
FreeSurfer.curvature..MAD.2002,0.979723976647825,0.999983966420484,0.144550884950011,1,-0.000181298702999988,0.0912679945774272,3457.5,2383,2920.25
FreeSurfer.curvature..MAD.2014,0.953756701632064,0.999983966420484,0.531087974359063,1,9.69450920000059e-05,-0.039323928175457,3457.5,2383,2920.25
FreeSurfer.curvature..MAD.2016,0.914891364106545,0.999983966420484,0.302492522524405,1,0.000302608823449999,0.0643143571054324,3457.5,2383,2920.25
FreeSurfer.curvature..MAD.2021,0.990856660950784,0.999983966420484,0.32019622292588,1,-0.000642715022000001,0.061887739967109,3457.5,2383,2920.25
FreeSurfer.curvature..mean.1021,0.974583794438596,0.999983966420484,0.0523488325495172,1,7.28991717900002e-05,-0.120471318142489,3457.5,2383,2920.25
FreeSurfer.curvature..SD.2005,0.945486059274044,0.999983966420484,0.22140451354511,1,-0.000635112033000013,0.0760916028207039,3457.5,2383,2920.25
FreeSurfer.curvature..SD.2016,0.990856660950784,0.999983966420484,0.295235368049048,1,0.000216249131000004,0.0651588778974711,3457.5,2383,2920.25
FreeSurfer.curvature..SD.2017,0.945486059274044,0.999983966420484,0.396052415202376,1,0.000210678508000023,-0.0528515360939884,3457.5,2383,2920.25
FreeSurfer.curvature..SD.2021,0.945486059274044,0.999983966420484,0.965545366070173,1,6.98188870000005e-05,0.00269186208881747,3457.5,2383,2920.25
FreeSurfer.curvature..SD.2022,0.974583794438596,0.999983966420484,0.504619699044268,1,-0.000235934632000001,0.0415627642772999,3457.5,2383,2920.25
FreeSurfer.curvature..skew.1016,0.945486059274044,0.999983966420484,0.37412916026901,1,0.014621252706,-0.0553432991586205,3457.5,2383,2920.25
FreeSurfer.curvature..skew.1026,0.902487892534316,0.999983966420484,0.117446009112313,1,-0.015812269852,0.097331719667557,3457.5,2383,2920.25
FreeSurfer.curvature..skew.2026,0.974583794438596,0.999983966420484,0.154198245538225,1,0.00282444226800005,0.0886189952943874,3457.5,2383,2920.25
FreeSurfer.curvature..kurtosis.1006,0.902487892534316,0.999983966420484,0.921240168962744,1,0.048083725232,0.00616138981062985,3457.5,2383,2920.25
